episode,global_step,episode_reward,moving_avg_reward,episode_worker_reward,episode_requester_reward,hit_rate,loss,epsilon,avg_q_value,buffer_size,eval_hit_at_1,eval_worker_reward,eval_requester_reward,eval_reward,eval_project_coverage
41,41000,1296.5878776162863,1137.9206242028624,1296.5878776162863,973.8570013567805,0.525,0.3250545006841421,0.050000000000000044,24.62035368794895,41000,,,,,
42,42000,1247.3637052476406,1154.462294009328,1247.3637052476406,956.1839978471398,0.523,0.331726161763072,0.050000000000000044,24.66238932531388,42000,,,,,
43,43000,1201.7121796160936,1168.9232049770653,1201.7121796160936,910.7270000055432,0.518,0.3358130006790161,0.050000000000000044,24.604249954223633,43000,,,,,
44,44000,1211.178195349872,1181.4068363316358,1211.178195349872,933.5849992781878,0.522,0.32868892861902715,0.050000000000000044,24.432338975091724,44000,,,,,
45,45000,1203.4369988366961,1191.992636923492,1203.4369988366961,899.8900006935,0.508,0.33382245907187463,0.050000000000000044,24.270522478305548,45000,0.4612,1.1553181409835815,1.1579965353012085,1.1553181409835815,0.9871794871794872
46,46000,1210.6867120787501,1196.8826100282372,1210.6867120787501,929.6100005283952,0.506,0.3389807388037443,0.050000000000000044,24.02186398486379,46000,,,,,
47,47000,1285.3950552791357,1210.6651243552565,1285.3950552791357,967.4669992998242,0.546,0.31956070348620413,0.050000000000000044,24.284234617577223,47000,,,,,
48,48000,1191.6385419592261,1215.8292085271328,1191.6385419592261,920.3330016583204,0.51,0.33692912608385084,0.050000000000000044,24.27476653895589,48000,,,,,
49,49000,1248.5554079040885,1219.5621676847338,1248.5554079040885,948.0190003737807,0.523,0.3357395513057709,0.050000000000000044,24.537811891604694,49000,,,,,
50,50000,1206.5164063349366,1221.1225625522434,1206.5164063349366,933.6320003792644,0.512,0.352927390396595,0.050000000000000044,24.518587648562267,50000,0.46645,1.1614091396331787,1.1623631715774536,1.1614091396331787,0.9871794871794872
