episode,global_step,episode_reward,moving_avg_reward,episode_worker_reward,episode_requester_reward,hit_rate,loss,epsilon,avg_q_value,buffer_size,eval_hit_at_1,eval_worker_reward,eval_requester_reward,eval_reward,eval_project_coverage
39,39000,966.4659994915128,821.8558998266235,1238.3644203096628,966.4659994915128,0.523,0.2571337906420231,0.050000000000000044,18.347526354366043,39000,,,,,
40,40000,942.615001168102,837.803099834174,1218.5279310271144,942.615001168102,0.513,0.2616384120583534,0.050000000000000044,18.306790369064277,40000,0.4797,1.1801977157592773,1.1957019567489624,1.1957019567489624,0.9807692307692307
41,41000,922.1680015325546,851.3153998509049,1227.6589247360826,922.1680015325546,0.49,0.27757649870216844,0.050000000000000044,18.308559414784195,41000,,,,,
42,42000,972.6309980377555,866.4114998210222,1249.6573792546988,972.6309980377555,0.531,0.25415385012328623,0.050000000000000044,18.227406032749865,42000,,,,,
43,43000,926.9559996649623,879.4568998407573,1187.1605288609862,926.9559996649623,0.515,0.27485890650749206,0.050000000000000044,18.291594168834198,43000,,,,,
44,44000,913.0349999666214,887.9185498800128,1154.3781971037388,913.0349999666214,0.49,0.2827980613410473,0.050000000000000044,18.444209667118002,44000,,,,,
45,45000,887.011000469327,895.5492499258369,1167.1886527761817,887.011000469327,0.485,0.29068960674107075,0.050000000000000044,18.56976819307929,45000,0.4557,1.1322747468948364,1.1477793455123901,1.1477793455123901,0.9711538461538461
46,46000,926.567000605166,901.8958998795599,1186.0324967429042,926.567000605166,0.492,0.26445487001538276,0.050000000000000044,18.517497299123107,46000,,,,,
47,47000,971.9559998959303,912.1075499027968,1286.0950539931655,971.9559998959303,0.547,0.2749060792028904,0.050000000000000044,18.565432085365547,47000,,,,,
48,48000,925.725001655519,918.1358999850229,1170.404665775597,925.725001655519,0.495,0.26694525322318075,0.050000000000000044,18.334983822737122,48000,,,,,
49,49000,922.2249998748302,921.3370000006631,1202.392681144178,922.2249998748302,0.501,0.2685995849967003,0.050000000000000044,18.37738582611084,49000,,,,,
50,50000,942.6140003874898,924.3695500480011,1204.9680594056845,942.6140003874898,0.509,0.2898114757835865,0.050000000000000044,18.35837893275293,50000,0.46765,1.153532862663269,1.1723921298980713,1.1723921298980713,0.9807692307692307
